,npi,last_name,entity_type,city,state,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa
9851564,1407397987,JENNEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",215,86.62,66.94344186,37209,34980
9851631,1518380187,WOODS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",133,86.62,60.697443609,37209,34980
9851749,1639263486,JACKSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",108,86.62,49.163981481,37209,34980
9851761,1659819944,GLASS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",139,86.62,62.680215827,37209,34980
9851890,1912416710,ANDREWS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",36,86.62,63.831388888999996,37209,34980
9895026,1154637288,DOTSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",143,86.62,60.321258741,37221,34980
9931360,1063957843,HAMILTON,I,MOUNT PLEASANT,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",207,86.62,57.887826087,38474,34980
9931744,1952796575,HULL,I,MOUNT PLEASANT,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",112,84.89,52.600357143000004,38474,34980
10096855,1205155165,COFFEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",42,86.62,62.199285714,37218,34980
10213929,1306242326,HOOPER,I,MC EWEN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",128,84.89,56.729375,37101,34980
10217432,1104264738,SMITH,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,86.62,63.231724138000004,37201,34980
10217436,1154728467,KNOX,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",133,86.62,67.91,37201,34980
10217469,1437571353,SPARKMAN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",715,86.62,57.847664336,37201,34980
10217475,1720462682,DIBBLE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",19,86.62,61.972631578999994,37201,34980
10217480,1821509266,GRIZZARD,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",12,86.62,67.91,37201,34980
10275702,1124447651,GARRETT,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",125,84.89,52.58568,37132,34980
10303214,1144409566,MANESS,I,OLD HICKORY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",49,84.89,45.884693878,37138,34980
10303218,1174808422,COLE-BRADLEY,I,OLD HICKORY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",57,84.89,61.251754386,37138,34980
10303234,1285936013,MCCLELLAN,I,OLD HICKORY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",65,86.62,45.024923077,37138,34980
10320590,1154576825,HUFFINES,I,LAFAYETTE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",346,84.89,61.191531792,37083,34980
10320604,1194875179,HALE,I,LAFAYETTE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",575,84.89,50.663704348,37083,34980
10320716,1487021663,GIPSON,I,LAFAYETTE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",121,86.62,60.748595041,37083,34980
10320779,1780667006,CLAIBORNE,I,LAFAYETTE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",170,86.62,55.298823528999996,37083,34980
10320795,1811307036,BRAND,I,LAFAYETTE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",42,84.89,21.991904761999997,37083,34980
10365876,1205101110,JOHNSON,I,THOMPSONS STATION,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,84.89,44.323076923,37179,34980
10375598,1225364474,LIVINGSTON,I,HARTSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",63,84.89,54.44015873,37074,34980
10375616,1396749750,CROWDER,I,HARTSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",701,86.62,58.575406562,37074,34980
10375652,1881679850,OLDHAM,I,HARTSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",245,84.89,57.94555102,37074,34980
10414659,1285007518,WRIGHT,I,GREENBRIER,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",15,86.62,64.348,37073,34980
10429913,1326062639,WALKER,I,BELL BUCKLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",66,84.89,51.562878788,37020,34980
10430807,1699012914,WONG,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",45,84.89,44.932444444,37216,34980
10438109,1467483164,WOODARD,I,RED BOILING SPRINGS,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",310,84.89,61.843032258,37150,34980
10465750,1528340619,GREEN,I,WHITE BLUFF,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",386,86.62,56.224119171000005,37187,34980
10465766,1609806256,SIMON,I,WHITE BLUFF,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",49,84.89,52.627142856999996,37187,34980
10491406,1992072524,GRAHAM,I,COLLEGE GROVE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",143,86.62,65.656503497,37046,34980
